"","cid","organism","testtype","route","dose_mg_per_kg","effect","reference","cmpdname","category","who_hazard_class"
"391",31070,"rat","LD50","oral","8","NULL","Bulletin of the Entomological Society of America., 15(116), 1969","Fenamiphos","Terrestrial","Ib"
"392",31070,"rat","LD50","skin","80","NULL","Farm Chemicals Handbook., -(C216), 1991","Fenamiphos","Terrestrial","II"
"393",31070,"dog","LD50","oral","10","NULL","Pesticide Index, Frear, E.H., ed., State College, PA, College Science Pub., 1969, 5(112), 1976","Fenamiphos","Terrestrial","Ib"
"394",31070,"cat","LD50","oral","10","NULL","Wirksubstanzen der Pflanzenschutz und Schadlingsbekampfungsmittel, Perkow, W., Berlin, Verlag Paul Parey, 1971-1976, -(-), 1971/1976","Fenamiphos","Terrestrial","Ib"
"395",31070,"rabbit","LD50","oral","10","NULL","Documentation of the Threshold Limit Values for Substances in Workroom Air, Supplements. For publisher information, see 85INA8., 4(191), 1982","Fenamiphos","Terrestrial","Ib"
"396",31070,"rabbit","LD50","skin","178","NULL","Documentation of the Threshold Limit Values for Substances in Workroom Air, Supplements. For publisher information, see 85INA8., 4(191), 1982","Fenamiphos","Terrestrial","II"
"397",31070,"chicken","LD50","oral","12","NULL","Pesticide Manual., 9(361), 1991","Fenamiphos","Terrestrial","Ib"
"398",31070,"quail","LD50","oral","1","BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; BEHAVIORAL: ATAXIA; LUNGS, THORAX, OR RESPIRATION: DYSPNEA","Ecotoxicology and Environmental Safety., 8(551), 1984 [PMID:6510327]","Fenamiphos","Terrestrial","Ia"
"399",31070,"duck","LD50","skin","24","NULL","Toxicology and Applied Pharmacology., 47(451), 1979 [PMID:442090]","Fenamiphos","Aquatic","Ib"
"400",31099,"rat","LD50","oral","20","NULL","World Review of Pest Control., 9(119), 1970","Formetanate","Terrestrial","Ib"
"401",31099,"rat","LD50","skin","5600","NULL","Defense des Vegetaux., 28(43), 1974","Formetanate","Terrestrial","U"
"402",31099,"mouse","LD50","oral","18","NULL","Agrochemicals Handbook, with updates, Hartley, D., and H. Kidd, eds., Nottingham, Royal Soc of Chemistry, 1983-86, A216(1983)","Formetanate","Terrestrial","Ib"
"403",31099,"dog","LD50","oral","19","NULL","Agrochemicals Handbook, with updates, Hartley, D., and H. Kidd, eds., Nottingham, Royal Soc of Chemistry, 1983-86, A216(1983)","Formetanate","Terrestrial","Ib"
"404",31099,"rabbit","LD50","skin","10200","NULL","Defense des Vegetaux., 28(43), 1974","Formetanate","Terrestrial","U"
"405",3120,"rat","LD50","oral","1017","BEHAVIORAL: GENERAL ANESTHETIC; BEHAVIORAL: ATAXIA","Journal of Agricultural and Food Chemistry., 18(1104), 1970 [PMID:5483048]","Diuron","Terrestrial","II"
"406",3120,"rat","LD50","unreported","3400","NULL","Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(231), 1971","Diuron","Terrestrial","III"
"407",3120,"mouse","LD50","intraperitoneal","500","NULL","National Technical Information Service., AD277-689","Diuron","Terrestrial","II"
"408",32154,"rat","LD50","oral","3350","NULL","Defense des Vegetaux., 26(192), 1972","Propyzamide","Terrestrial","III"
"409",32154,"rabbit","LDLo","skin","3160","NULL","Defense des Vegetaux., 26(192), 1972","Propyzamide","Terrestrial","III"
"410",3224,"man","LDLo","oral","260","BRAIN AND COVERINGS: CHANGES IN SURFACE EEG; BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; LUNGS, THORAX, OR RESPIRATION: FIBROSIS, FOCAL (PNEUMOCONIOSIS)","Journal of Toxicology, Clinical Toxicology., 36(345), 1998 [PMID:9711201]","Endosulfan","Terrestrial","II"
"411",3224,"man","TDLo","oral","86","BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; BEHAVIORAL: COMA; LUNGS, THORAX, OR RESPIRATION: CYANOSIS","Journal of Toxicology, Clinical Toxicology., 26(265), 1988 [PMID:3418779]","Endosulfan","Terrestrial","II"
"412",3224,"rat","LD50","oral","18","NULL","Agricultural Research Service, USDA Information Memorandum., 20(9), 1966","Endosulfan","Terrestrial","Ib"
"413",3224,"rat","LD50","skin","34","NULL","Toxicometric Parameters of Industrial Toxic Chemicals Under Single Exposure, Izmerov, N.F., et al., Moscow, Centre of International Projects, GKNT, 1982, -(72), 1982","Endosulfan","Terrestrial","Ib"
"414",3224,"rat","LD50","intraperitoneal","8","BEHAVIORAL: CHANGES IN MOTOR ACTIVITY (SPECIFIC ASSAY); GASTROINTESTINAL: NAUSEA OR VOMITING; GASTROINTESTINAL: CONTRACTION (ISOLATED TISSUE)","Residue Reviews., 22(1), 1968 [PMID:4868139]","Endosulfan","Terrestrial","Ib"
"415",3224,"rat","LD50","unreported","40","NULL","Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(267), 1971","Endosulfan","Terrestrial","Ib"
"416",3224,"mouse","LD50","unreported","32","NULL","Tsitologiya i Genetika.  Cytology and Genetics.  For English translation, see CYGEDX., 16(1)(45), 1982","Endosulfan","Terrestrial","Ib"
"417",3224,"cat","LD50","oral","2","NULL","Wirksubstanzen der Pflanzenschutz und Schadlingsbekampfungsmittel, Perkow, W., Berlin, Verlag Paul Parey, 1971-1976, -(-), 1971/1976","Endosulfan","Terrestrial","Ia"
"418",3224,"rabbit","LD50","oral","28","BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: EXCITEMENT; BEHAVIORAL: MUSCLE CONTRACTION OR SPASTICITY)","Veterinariya.  Veterinary Science., 59(12)(64), 1983","Endosulfan","Terrestrial","Ib"
"419",3224,"rabbit","LD50","subcutaneous","360","BEHAVIORAL: CHANGES IN MOTOR ACTIVITY (SPECIFIC ASSAY); GASTROINTESTINAL: NAUSEA OR VOMITING; GASTROINTESTINAL: CONTRACTION (ISOLATED TISSUE)","Residue Reviews., 22(1), 1968 [PMID:4868139]","Endosulfan","Terrestrial","II"
"420",3224,"hamster","LD50","oral","118","NULL","European Journal of Toxicology and Environmental Hygiene., 7(159), 1974 [PMID:4140096]","Endosulfan","Terrestrial","II"
"421",3224,"hamster","LD50","intraperitoneal","80","NULL","Archives of Toxicology., 58(152), 1986 [PMID:3964078]","Endosulfan","Terrestrial","II"
"422",3224,"duck","LD50","oral","33","NULL","Down to Earth., 35(25), 1979","Endosulfan","Aquatic","Ib"
"423",3224,"domestic animals - goat/sheep","LD50","oral","26","BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: EXCITEMENT; BEHAVIORAL: MUSCLE CONTRACTION OR SPASTICITY)","Veterinariya.  Veterinary Science., 59(12)(64), 1983","Endosulfan","Terrestrial","Ib"
"424",3224,"mammal (species unspecified)","LD50","skin","147","BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: MUSCLE CONTRACTION OR SPASTICITY)","Veterinariya.  Veterinary Science., 59(12)(64), 1983","Endosulfan","Terrestrial","II"
"425",3224,"bird - wild","LD50","oral","35","NULL","Toxicology and Applied Pharmacology., 21(315), 1972 [PMID:5027965]","Endosulfan","Terrestrial","Ib"
"426",3224,"mouse","LD50","intraperitoneal","7","BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; LUNGS, THORAX, OR RESPIRATION: RESPIRATORY DEPRESSION; LUNGS, THORAX, OR RESPIRATION: RESPIRATORY STIMULATION","Bulletin of Environmental Contamination and Toxicology., 15(708), 1976 [PMID:938763]","Endosulfan","Terrestrial","Ib"
"427",3224,"rabbit","LD50","skin","90","SENSE ORGANS AND SPECIAL SENSES: OTHER: EYE; SKIN AND APPENDAGES (SKIN): DERMATITIS, IRRITATIVE: AFTER SYSTEMIC EXPOSURE","Journal of Occupational Medicine., 9(35), 1967 [PMID:5226634]","Endosulfan","Terrestrial","II"
"428",3286,"rat","LD50","oral","13","NULL","Pharmaceutical Journal., 185(361), 1960","Ethion","Terrestrial","Ib"
"429",3286,"rat","LD50","skin","62","NULL","Toxicology and Applied Pharmacology., 14(515), 1969 [PMID:5787520]","Ethion","Terrestrial","II"
"430",3286,"rat","LD50","intraperitoneal","26","NULL","Proceedings of the Society for Experimental Biology and Medicine., 129(699), 1968 [PMID:5725078]","Ethion","Terrestrial","Ib"
"431",3286,"rat","LD50","unreported","55","NULL","Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(367), 1971","Ethion","Terrestrial","II"
"432",3286,"mouse","LD50","oral","40","NULL","Wirksubstanzen der Pflanzenschutz und Schadlingsbekampfungsmittel, Perkow, W., Berlin, Verlag Paul Parey, 1971-1976, -(-), 1971/1976","Ethion","Terrestrial","Ib"
"433",3286,"mouse","LD50","intraperitoneal","35","NULL","Proceedings of the Society for Experimental Biology and Medicine., 129(699), 1968 [PMID:5725078]","Ethion","Terrestrial","Ib"
"434",3286,"guinea pig","LD50","oral","40","NULL","Wirksubstanzen der Pflanzenschutz und Schadlingsbekampfungsmittel, Perkow, W., Berlin, Verlag Paul Parey, 1971-1976, -(-), 1971/1976","Ethion","Terrestrial","Ib"
"435",3286,"guinea pig","LD50","skin","915","NULL","Wirksubstanzen der Pflanzenschutz und Schadlingsbekampfungsmittel, Perkow, W., Berlin, Verlag Paul Parey, 1971-1976, -(-), 1971/1976","Ethion","Terrestrial","II"
"436",3286,"bird - wild","LD50","oral","45","NULL","Toxicology and Applied Pharmacology., 21(315), 1972 [PMID:5027965]","Ethion","Terrestrial","Ib"
"437",3289,"rat","LD50","skin","60","NULL","World Review of Pest Control., 9(119), 1970","Ethoprophos","Terrestrial","II"
"438",3289,"rabbit","LD50","oral","55","NULL","Pesticide Manual., 9(349), 1991","Ethoprophos","Terrestrial","II"
"439",3289,"chicken","LD50","skin","3","NULL","Toxicologist., 5(26), 1985","Ethoprophos","Terrestrial","Ia"
"440",3289,"duck","LD50","skin","11","NULL","Toxicology and Applied Pharmacology., 47(451), 1979 [PMID:442090]","Ethoprophos","Aquatic","Ib"
"441",3289,"rat","LD50","oral","34","NULL","Agricultural Research Service, USDA Information Memorandum., 20(26), 1966","Ethoprophos","Terrestrial","Ib"
"442",33112,"rat","LD50","skin","3900","NULL","Pesticide Manual., 8(704), 1987","Filex","Terrestrial","III"
"443",33112,"mouse","LD50","oral","1568","NULL","Farm Chemicals Handbook., -(C250), 1991","Filex","Terrestrial","II"
"444",33112,"rabbit","LD50","skin","3900","NULL","Pesticide Manual., 9(714), 1991","Filex","Terrestrial","III"
"445",33112,"duck","LD50","oral","6300","NULL","Pesticide Manual., 9(714), 1991","Filex","Aquatic","U"
"446",33112,"bird - wild","LD50","oral","3050","NULL","Pesticide Manual., 9(714), 1991","Filex","Terrestrial","III"
"447",33360,"rat","LD50","oral","1130","NULL","National Technical Information Service., PB85-143766","Ethofumesate","Terrestrial","II"
"448",33360,"rat","LD50","skin","1440","NULL","Agrochemicals Handbook, with updates, Hartley, D., and H. Kidd, eds., Nottingham, Royal Soc of Chemistry, 1983-86, A184(1984)","Ethofumesate","Terrestrial","II"
"449",33360,"mouse","LD50","oral","1600","NULL","Agrochemicals Handbook, with updates, Hartley, D., and H. Kidd, eds., Nottingham, Royal Soc of Chemistry, 1983-86, A184(1984)","Ethofumesate","Terrestrial","II"
"450",33775,"quail","LD50","unreported","1250","NULL","Farm Chemicals Handbook., -(C221), 1991","Norflurazon","Terrestrial","II"
"451",33775,"duck","LD50","unreported","1250","NULL","Farm Chemicals Handbook., -(C221), 1991","Norflurazon","Aquatic","II"
"452",3391107,"mouse","LD50","oral","500","BEHAVIORAL: MUSCLE WEAKNESS","National Technical Information Service., OTS0545018","Quinoxyfen","Terrestrial","II"
"453",34192,"rat","LD50","oral","920","NULL","Japan Pesticide Information., (40)(32), 1982","Thiobencarb","Terrestrial","II"
"454",34192,"rat","LD50","skin","2900","NULL","Pesticide Manual., 9(815), 1991","Thiobencarb","Terrestrial","III"
"455",34192,"mouse","LD50","oral","560","NULL","Guide to the Chemicals Used in Crop Protection., 6(37), 1973","Thiobencarb","Terrestrial","II"
"456",34192,"mouse","LD50","intraperitoneal","1338","NULL","Japan Pesticide Information., (19)(21), 1974","Thiobencarb","Terrestrial","II"
"457",34192,"chicken","LD50","oral","673","NULL","Japan Pesticide Information., (19)(21), 1974","Thiobencarb","Terrestrial","II"
"458",34192,"quail","LD50","oral","7800","NULL","Agrochemicals Handbook, with updates, Hartley, D., and H. Kidd, eds., Nottingham, Royal Soc of Chemistry, 1983-86, A573(1985)","Thiobencarb","Terrestrial","U"
"459",34469,"rat","LD50","oral","15380","NULL","Agricultural Chemicals, Thomson, W.T., 4 vols., Fresno, CA, Thomson Publications, 1976/77 revision, 2(48), 1977","Prodiamine","Terrestrial","U"
"460",3496,"man","LDLo","oral","2143","VASCULAR: BP LOWERING NOT CHARACTERIZED IN AUTONOMIC SECTION; LUNGS, THORAX, OR RESPIRATION: FIBROSIS (INTERSTITIAL); LUNGS, THORAX, OR RESPIRATION: FIBROSING ALVEOLITIS","Journal of Toxicology, Clinical Toxicology., 29(91), 1991 [PMID:2005670]","Glyphosate","Terrestrial","III"
"461",3496,"rat","LD50","oral","4873","BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; LUNGS, THORAX, OR RESPIRATION: RESPIRATORY STIMULATION","Toxicology and Applied Pharmacology., 45(319), 1978","Glyphosate","Terrestrial","III"
"462",3496,"rat","LD50","intraperitoneal","235","BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; LUNGS, THORAX, OR RESPIRATION: RESPIRATORY STIMULATION","Toxicology Letters., 1000(Sp","Glyphosate","Terrestrial","II"
"463",3496,"mouse","LD50","oral","1568","BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; LUNGS, THORAX, OR RESPIRATION: RESPIRATORY STIMULATION","Toxicology and Applied Pharmacology., 45(319), 1978","Glyphosate","Terrestrial","II"
"464",3496,"mouse","LD50","intraperitoneal","130","BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; LUNGS, THORAX, OR RESPIRATION: RESPIRATORY STIMULATION","Toxicology Letters., 1000(Sp","Glyphosate","Terrestrial","II"
"465",3496,"rabbit","LD50","oral","3800","NULL","Pesticide & Toxic Chemical News., 7(6), 1978","Glyphosate","Terrestrial","III"
"466",3496,"rabbit","LD50","skin","7940","NULL","Agrochemicals Handbook, with updates, Hartley, D., and H. Kidd, eds., Nottingham, Royal Soc of Chemistry, 1983-86, A222(1984)","Glyphosate","Terrestrial","U"
"467",3496,"quail","LD50","oral","4640","NULL","Pesticide Manual., 9(459), 1991","Glyphosate","Terrestrial","III"
"468",3496,"man","TDLo","oral","1214","CARDIAC: CHANGE IN RATE; VASCULAR: BP LOWERING NOT CHARACTERIZED IN AUTONOMIC SECTION; GASTROINTESTINAL: HYPERMOTILITY, DIARRHEA","Human & Experimental Toxicology., 10(103), 1991 [PMID:1675099]","Glyphosate","Terrestrial","II"
"469",36565,"rat","LD50","oral","2500","NULL","Proceedings, Southern Weed Science Society., 24(58), 1971","Butralin","Terrestrial","III"
"470",36565,"rabbit","LD50","skin","200","NULL","Farm Chemicals Handbook., -(C55), 1991","Butralin","Terrestrial","II"
"471",36565,"mammal (species unspecified)","LD50","oral","12600","NULL","Defense des Vegetaux., 32(125), 1978","Butralin","Terrestrial","U"
"472",37123,"rat","LD50","oral","4640","NULL","Prehled Prumyslove Toxikologie; Organicke Latky, Marhold, J., Prague, Czechoslovakia, Avicenum, 1986, -(968), 1986","Diflubenzuron","Terrestrial","III"
"473",37123,"rat","LD50","intraperitoneal","7500","NULL","Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 17(S159), 1992","Diflubenzuron","Terrestrial","U"
"474",37123,"rat","LD50","subcutaneous","3400","NULL","Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 17(S159), 1992","Diflubenzuron","Terrestrial","III"
"475",37123,"mouse","LD50","oral","4640","NULL","Special Publication of the Entomological Society of America., 78-1(20), 1978","Diflubenzuron","Terrestrial","III"
"476",37123,"mouse","LD50","skin","6200","NULL","Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 17(S159), 1992","Diflubenzuron","Terrestrial","U"
"477",37123,"mouse","LD50","intraperitoneal","2150","NULL","Prehled Prumyslove Toxikologie; Organicke Latky, Marhold, J., Prague, Czechoslovakia, Avicenum, 1986, -(968), 1986","Diflubenzuron","Terrestrial","III"
"478",37123,"mouse","LD50","unreported","4600","NULL","Tsitologiya i Genetika.  Cytology and Genetics.  For English translation, see CYGEDX., 16(1)(45), 1982","Diflubenzuron","Terrestrial","III"
"479",37175,"rat","LD50","oral","227","BEHAVIORAL: MUSCLE WEAKNESS; BEHAVIORAL: ATAXIA; SKIN AND APPENDAGES (SKIN): HAIR: OTHER","Arzneimittel-Forschung. Drug Research., 31(309), 1981 [PMID:7194648]","Enilconazole","Terrestrial","II"
"480",37175,"rat","LD50","skin","4200","NULL","Pesticide Manual., 9(482), 1991","Enilconazole","Terrestrial","III"
"481",37175,"rat","LD50","intraperitoneal","155","BEHAVIORAL: MUSCLE WEAKNESS; BEHAVIORAL: ATAXIA; SKIN AND APPENDAGES (SKIN): HAIR: OTHER","Arzneimittel-Forschung. Drug Research., 31(309), 1981 [PMID:7194648]","Enilconazole","Terrestrial","II"
"482",37175,"dog","LD50","oral","640","GASTROINTESTINAL: HYPERMOTILITY, DIARRHEA","Arzneimittel-Forschung. Drug Research., 31(309), 1981 [PMID:7194648]","Enilconazole","Terrestrial","II"
"483",37175,"rabbit","LD50","skin","4200","NULL","Agrochemicals Handbook, with updates, Hartley, D., and H. Kidd, eds., Nottingham, Royal Soc of Chemistry, 1983-86, A230(1983)","Enilconazole","Terrestrial","III"
"484",37517,"rat","LD50","oral","3500","NULL","Pesticide Manual., 9(501), 1991","Iprodione","Terrestrial","III"
"485",37517,"rat","LDLo","skin","2500","NULL","Defense des Vegetaux., 30(124), 1976","Iprodione","Terrestrial","III"
"486",37517,"rat","LD50","intraperitoneal","1700","NULL","Defense des Vegetaux., 30(124), 1976","Iprodione","Terrestrial","II"
"487",37517,"quail","LD50","oral","930","NULL","Pesticide Manual., 9(501), 1991","Iprodione","Terrestrial","II"
"488",37517,"duck","LD50","oral","10400","NULL","Pesticide Manual., 9(501), 1991","Iprodione","Aquatic","U"
"489",3830,"mouse","LD50","intraperitoneal","450","NULL","Nippon Yakurigaku Zasshi.  Japanese Journal of Pharmacology., 61(2)(43S), 1965","Kinetin","Terrestrial","II"
"490",38479,"rat","LD50","oral","1050","NULL","Agrochemicals Handbook, with updates, Hartley, D., and H. Kidd, eds., Nottingham, Royal Soc of Chemistry, 1983-86, A314(1984)","Pendimethalin","Terrestrial","II"
"491",38479,"rat","LD50","intraperitoneal","500","BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: CHANGES IN MOTOR ACTIVITY (SPECIFIC ASSAY)","Indian Journal of Experimental Biology., 25(463), 1987 [PMID:3436644]","Pendimethalin","Terrestrial","II"
"492",38479,"mouse","LD50","oral","1340","NULL","Pesticide Manual., 9(656), 1991","Pendimethalin","Terrestrial","II"
"493",38479,"rabbit","LD50","skin","2260","NULL","Farm Chemicals Handbook., -(C254), 1991","Pendimethalin","Terrestrial","III"
"494",38479,"mouse","LD50","intraperitoneal","220","BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: CHANGES IN MOTOR ACTIVITY (SPECIFIC ASSAY)","Indian Journal of Experimental Biology., 25(463), 1987 [PMID:3436644]","Pendimethalin","Terrestrial","II"
"495",38687,"rat","LD50","oral","563","NULL","Pesticide Manual., 9(262), 1991","Diclofop","Terrestrial","II"
"496",39327,"dog","LD50","oral","5","NULL","Pesticide Manual., 9(643), 1991","Oxyfluorfen","Terrestrial","Ib"
"497",39385,"rat","LD50","oral","363","NULL","Defense des Vegetaux., 31(97), 1977","Triadimefon","Terrestrial","II"
"498",39385,"dog","LD50","oral","500","NULL","Pesticide Manual., 9(831), 1991","Triadimefon","Terrestrial","II"
"499",39385,"rabbit","LD50","oral","500","NULL","Wirksubstanzen der Pflanzenschutz und Schadlingsbekampfungsmittel, Perkow, W., Berlin, Verlag Paul Parey, 1971-1976, -(-), 1971/1976","Triadimefon","Terrestrial","II"
"500",39385,"quail","LD50","oral","1750","NULL","Pesticide Manual., 9(831), 1991","Triadimefon","Terrestrial","II"
"501",39965,"rat","LD50","oral","1690","NULL","Agricultural Chemicals, Thomson, W.T., 4 vols., Fresno, CA, Thomson Publications, 1976/77 revision, 2(135), 1977","Hexazinone","Terrestrial","II"
"502",39965,"rat","LD50","skin","5278","NULL","Farm Chemicals Handbook., -(C163), 1991","Hexazinone","Terrestrial","U"
"503",39965,"rat","LD50","intraperitoneal","530","BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; BEHAVIORAL: ATAXIA","Fundamental and Applied Toxicology., 4(603), 1984","Hexazinone","Terrestrial","II"
