cid,CAS,organism,testtype,route,dose_mg_per_kg,effect,reference,cmpdname
54738,81334-34-1,duck,LD50,oral,2150,,"Pesticide Manual., 9(487), 1991",Imazapyr
54739,81335-37-7,rat,LD50,oral,4073,,"Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 24(245), 1999",Imazaquin
54739,81335-37-7,mouse,LD50,oral,1752,,"Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 24(245), 1999",Imazaquin
54739,81335-37-7,quail,LD50,oral,2150,,"Pesticide Manual., 9(488), 1991",Imazaquin
54739,81335-37-7,duck,LD50,oral,2150,,"Pesticide Manual., 9(488), 1991",Imazaquin
54740,81335-77-5,quail,LD50,oral,2150,,"Pesticide Manual., 9(489), 1991",Imazethapyr
54740,81335-77-5,duck,LD50,oral,2150,,"Pesticide Manual., 9(489), 1991",Imazethapyr
54778,81777-89-1,rat,LD50,oral,1369,,"Pesticide Manual., 9(178), 1991",Clomazone
54778,81777-89-1,quail,LD50,oral,2510,,"Pesticide Manual., 9(178), 1991",Clomazone
54778,81777-89-1,duck,LD50,oral,2510,,"Pesticide Manual., 9(178), 1991",Clomazone
5543,2303-17-5,rat,LD50,unreported,1471,,"Environmental Quality and Safety, Supplement., 3(618), 1975 [PMID:1063688]",Triallate
5543,2303-17-5,mouse,LD50,oral,930,BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: EXCITEMENT; BEHAVIORAL: MUSCLE CONTRACTION OR SPASTICITY),"Gigiena i Sanitariya.  For English translation, see HYSAAV., 33(7)(37), 1968",Triallate
5543,2303-17-5,mouse,LD50,unreported,832,,"Tsitologiya i Genetika.  Cytology and Genetics.  For English translation, see CYGEDX., 16(1)(45), 1982",Triallate
5543,2303-17-5,rabbit,LD50,skin,2225,,"Pesticide Index, Frear, E.H., ed., State College, PA, College Science Pub., 1969, 5(226), 1976",Triallate
5543,2303-17-5,quail,LD50,oral,2251,,"Pesticide Manual., 9(835), 1991",Triallate
5543,2303-17-5,rat,LD50,oral,800,,"Agrochemicals Handbook, with updates, Hartley, D., and H. Kidd, eds., Nottingham, Royal Soc of Chemistry, 1983-86, A403(1984)",Triallate
5543,2303-17-5,rat,LDLo,skin,3500,,"Gigiena i Sanitariya.  For English translation, see HYSAAV., 33(7)(37), 1968",Triallate
5569,1582-09-8,rat,LD50,oral,1930,SENSE ORGANS AND SPECIAL SENSES: MYDRIASIS (PUPILLARY DILATION): EYE; BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); SKIN AND APPENDAGES (SKIN): HAIR: OTHER,"Food and Chemical Toxicology., 30(1031), 1992 [PMID:1473797]",Trifluralin
5569,1582-09-8,mouse,LD50,oral,3197,,"Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 16(557), 1991",Trifluralin
5569,1582-09-8,mouse,LD50,intraperitoneal,4600,,"Bulletin of Environmental Contamination and Toxicology., 20(554), 1978 [PMID:719203]",Trifluralin
5569,1582-09-8,mammal (species unspecified),LD50,oral,3700,,"Pesticide Chemicals Official Compendium, Association of the American Pesticide Control Officials, Inc., 1966., -(1188), 1966",Trifluralin
5794,1951-03-06,rat,LD50,oral,6150,,"Toxicology and Applied Pharmacology., 14(515), 1969 [PMID:5787520]",Piperonyl butoxide
5794,1951-03-06,rat,LD50,skin,7950,,"Toxicology and Applied Pharmacology., 14(515), 1969 [PMID:5787520]",Piperonyl butoxide
5794,1951-03-06,mouse,LD50,oral,2600,BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: TREMOR; SKIN AND APPENDAGES (SKIN): HAIR: OTHER,"Shokuhin Eiseigaku Zasshi.  Food Hygiene Journal., 24(268), 1983",Piperonyl butoxide
5794,1951-03-06,rabbit,LD50,oral,2650,,"Yakkyoku.  Pharmacy., 32(605), 1981",Piperonyl butoxide
5794,1951-03-06,rabbit,LD50,skin,200,,"Pesticide Chemicals Official Compendium, Association of the American Pesticide Control Officials, Inc., 1966., -(907), 1966",Piperonyl butoxide
5971,1957-06-07,rat,LD50,oral,112,"LUNGS, THORAX, OR RESPIRATION: OTHER CHANGES; GASTROINTESTINAL: OTHER CHANGES","Naunyn-Schmiedeberg's Archiv fuer Experimentelle Pathologie und Pharmakologie., 219(119), 1953 [PMID:13099346]",Allyl isothiocyanate
5971,1957-06-07,rat,LDLo,intraperitoneal,80,,"Arzneimittel-Forschung. Drug Research., 16(870), 1966 [PMID:4967663]",Allyl isothiocyanate
5971,1957-06-07,rat,LD50,subcutaneous,92,"BEHAVIORAL: COMA; SKIN AND APPENDAGES (SKIN): DERMATITIS, OTHER: AFTER SYSTEMIC EXPOSURE","Food and Cosmetics Toxicology., 18(159), 1980 [PMID:7390339]",Allyl isothiocyanate
5971,1957-06-07,mouse,LD50,oral,308,,"Aerospace Medical Research Laboratory Report., TR-73-83(1973)",Allyl isothiocyanate
5971,1957-06-07,mouse,LDLo,intraperitoneal,4,,"Toxicology and Applied Pharmacology., 23(288), 1972 [PMID:5074577]",Allyl isothiocyanate
5971,1957-06-07,mouse,LD50,subcutaneous,80,BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD,"Arzneimittel-Forschung. Drug Research., 5(505), 1955 [PMID:13276267]",Allyl isothiocyanate
5971,1957-06-07,rabbit,LD50,skin,88,,"Toxicology and Applied Pharmacology., 42(417), 1977 [PMID:595018]",Allyl isothiocyanate
5971,1957-06-07,rabbit,LDLo,intravenous,12,"BEHAVIORAL: MUSCLE CONTRACTION OR SPASTICITY); LUNGS, THORAX, OR RESPIRATION: OTHER CHANGES","Biochemical Journal., 4(107), 1909",Allyl isothiocyanate
61021,9002-91-9; 37273-91-9,human,LDLo,oral,343,"BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; LUNGS, THORAX, OR RESPIRATION: DYSPNEA","Gekkan Yakuji.  Pharmaceuticals Monthly., 34(1464), 1992",Metaldehyde
61021,9002-91-9; 37273-91-9,child,LDLo,oral,100,BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD,"Pflanzenschutz-und Schaedlingsbekaempfungsmittel: Abriss einer Toxikologie und Therapie von Vergiftungen, 2nd ed., Klimmer, O.R., Hattingen, Fed. Rep. Ger., Hundt-Verlag, 1971, -(158), 1971",Metaldehyde
61021,9002-91-9; 37273-91-9,rat,LD50,oral,227,,"Toxicometric Parameters of Industrial Toxic Chemicals Under Single Exposure, Izmerov, N.F., et al., Moscow, Centre of International Projects, GKNT, 1982, -(15), 1982",Metaldehyde
61021,9002-91-9; 37273-91-9,rat,LD50,skin,2275,,"Toxicometric Parameters of Industrial Toxic Chemicals Under Single Exposure, Izmerov, N.F., et al., Moscow, Centre of International Projects, GKNT, 1982, -(15), 1982",Metaldehyde
61021,9002-91-9; 37273-91-9,mouse,LD50,oral,200,,"Toxicometric Parameters of Industrial Toxic Chemicals Under Single Exposure, Izmerov, N.F., et al., Moscow, Centre of International Projects, GKNT, 1982, -(15), 1982",Metaldehyde
61021,9002-91-9; 37273-91-9,dog,LD50,oral,600,,"Guide to the Chemicals Used in Crop Protection., 6(331), 1973",Metaldehyde
61021,9002-91-9; 37273-91-9,cat,LD50,oral,207,,"Toxicometric Parameters of Industrial Toxic Chemicals Under Single Exposure, Izmerov, N.F., et al., Moscow, Centre of International Projects, GKNT, 1982, -(15), 1982",Metaldehyde
61021,9002-91-9; 37273-91-9,rabbit,LD50,oral,290,,"Toxicometric Parameters of Industrial Toxic Chemicals Under Single Exposure, Izmerov, N.F., et al., Moscow, Centre of International Projects, GKNT, 1982, -(15), 1982",Metaldehyde
61021,9002-91-9; 37273-91-9,guinea pig,LD50,oral,175,,"Toxicometric Parameters of Industrial Toxic Chemicals Under Single Exposure, Izmerov, N.F., et al., Moscow, Centre of International Projects, GKNT, 1982, -(15), 1982",Metaldehyde
61021,9002-91-9; 37273-91-9,mammal (species unspecified),LD50,unreported,600,,"Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(111), 1971",Metaldehyde
6129,63-25-2,man,TDLo,oral,500,PERIPHERAL NERVE AND SENSATION: SENSORY CHANGE INVOLVING PERIPHERAL NERVE; BEHAVIORAL: MUSCLE WEAKNESS,"Neurology., 37(1229), 1987 [PMID:3037439]",Carbaryl
6129,63-25-2,rat,LD50,oral,230,,"Toxicology and Applied Pharmacology., 11(546), 1967 [PMID:5586363]",Carbaryl
6129,63-25-2,rat,LD50,intraperitoneal,64,,"Proceedings of the Society for Experimental Biology and Medicine., 114(509), 1963 [PMID:14101225]",Carbaryl
6129,63-25-2,rat,LD50,subcutaneous,1400,,"Toxicology of Drugs and Chemicals, Deichmann, W.B., New York, Academic Press, Inc., 1969, -(528), 1969",Carbaryl
6129,63-25-2,rat,LD50,intravenous,18,,"Journal of Agricultural and Food Chemistry., 9(30), 1961",Carbaryl
6129,63-25-2,rat,LD50,unreported,500,,"Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(188), 1971",Carbaryl
6129,63-25-2,mouse,LD50,intraperitoneal,25,,"Toxicology and Applied Pharmacology., 6(402), 1964",Carbaryl
6129,63-25-2,mouse,LD50,subcutaneous,860,,"Arhiv za Higijenu Rada i Toksikologiju.  Archives of Industrial Hygiene and Toxicology., 29(251), 1978 [PMID:106806]",Carbaryl
6129,63-25-2,mouse,LD50,unreported,370,,"Gigiena i Sanitariya.  For English translation, see HYSAAV., 49(10)(23), 1984",Carbaryl
6129,63-25-2,dog,LD50,oral,759,,"VM/SAC, Veterinary Medicine and Small Animal Clinician., 74(1119), 1979 [PMID:260541]",Carbaryl
6129,63-25-2,cat,LD50,oral,150,BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; BEHAVIORAL: MUSCLE WEAKNESS; GASTROINTESTINAL: CHANGES IN STRUCTURE OR FUNCTION OF SALIVARY GLANDS,"Gigiena i Sanitariya.  For English translation, see HYSAAV., 32(4)(29), 1967",Carbaryl
6129,63-25-2,rabbit,LD50,oral,710,,"Pesticide Chemicals Official Compendium, Association of the American Pesticide Control Officials, Inc., 1966., -(192), 1966",Carbaryl
6129,63-25-2,rabbit,LD50,intraperitoneal,223,,"Journal of Agricultural and Food Chemistry., 9(30), 1961",Carbaryl
6129,63-25-2,guinea pig,LD50,oral,250,,"Pesticide Biochemistry and Physiology., 21(199), 1984",Carbaryl
6129,63-25-2,hamster,LD50,intraperitoneal,640,,"Archives of Toxicology., 58(152), 1986 [PMID:3964078]",Carbaryl
6129,63-25-2,quail,LD50,oral,829,BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; BEHAVIORAL: ATAXIA; GASTROINTESTINAL: CHANGES IN STRUCTURE OR FUNCTION OF SALIVARY GLANDS,"Oyo Yakuri.  Pharmacometrics., 51(137), 1996",Carbaryl
6129,63-25-2,gerbil,LD50,oral,491,,"Pesticide Biochemistry and Physiology., 21(199), 1984",Carbaryl
6129,63-25-2,mammal (species unspecified),LD50,oral,510,,"Herba Polonica., 21(53), 1975",Carbaryl
6129,63-25-2,mammal (species unspecified),LD50,unreported,310,,"Gigiena i Sanitariya.  For English translation, see HYSAAV., 53(7)(72), 1988",Carbaryl
6129,63-25-2,hamster,LDLo,oral,250,,"Toxicology and Applied Pharmacology., 15(152), 1969 [PMID:5798722]",Carbaryl
6129,63-25-2,bird - wild,LD50,oral,56,,"Toxicology and Applied Pharmacology., 21(315), 1972 [PMID:5027965]",Carbaryl
6129,63-25-2,mouse,LD50,oral,128,,"Journal of Pharmacology and Experimental Therapeutics., 181(576), 1972 [PMID:4624402]",Carbaryl
62210,62924-70-3,rat,LD50,oral,3100,,"Farm Chemicals Handbook., -(C248), 1991",Flumetralin
62389,1214-39-7,rat,LD50,oral,2125,SENSE ORGANS AND SPECIAL SENSES: LACRIMATION: EYE; BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY),"Toho Igakkai Zasshi.  Journal of Medical Society of Toho University., 19(336), 1972",6-Benzylaminopurine
62389,1214-39-7,mouse,LD50,oral,1300,SENSE ORGANS AND SPECIAL SENSES: LACRIMATION: EYE; BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY),"Toho Igakkai Zasshi.  Journal of Medical Society of Toho University., 19(336), 1972",6-Benzylaminopurine
62389,1214-39-7,mouse,LD50,subcutaneous,2300,,"Toho Igakkai Zasshi.  Journal of Medical Society of Toho University., 19(336), 1972",6-Benzylaminopurine
6323,74-83-9,dog,LDLo,oral,500,CARDIAC: PULSE RATE INCREASE WITHOUT FALL IN BP; GASTROINTESTINAL: NAUSEA OR VOMITING,"National Technical Information Service., OTS0528834",Bromomethane
6323,74-83-9,rat,LD50,oral,214,,"Toxicology and Applied Pharmacology., 72(262), 1984 [PMID:6695375]",Bromomethane
6323,74-83-9,rat,LD50,subcutaneous,135,,"Industrial Health., 26(101), 1988 [PMID:3403303]",Bromomethane
6327657,76-87-9,rat,LD50,oral,46,,"Progress Report for Contract No. NIH-NCI-E-C-72-3252, Submitted to the National Cancer Institute by Litton Bionetics, Inc., NCI-E-C-72-3252(1973)",Triphenyltin hydroxide
6327657,76-87-9,rat,LDLo,intraperitoneal,100,,"National Academy of Sciences, National Research Council, Chemical-Biological Coordination Center, Review., 5(46), 1953",Triphenyltin hydroxide
6327657,76-87-9,mouse,LD50,oral,209,,"Yakkyoku.  Pharmacy., 30(505), 1979",Triphenyltin hydroxide
6327657,76-87-9,rabbit,LD50,skin,1600,,"Farm Chemicals Handbook., -(C315), 1991",Triphenyltin hydroxide
6327657,76-87-9,rabbit,LDLo,intravenous,25,SENSE ORGANS AND SPECIAL SENSES: MYDRIASIS (PUPILLARY DILATION): EYE; BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; GASTROINTESTINAL: CHANGES IN STRUCTURE OR FUNCTION OF SALIVARY GLANDS,"Clinical Toxicology., 13(281), 1978 [PMID:310751]",Triphenyltin hydroxide
6327657,76-87-9,mammal (species unspecified),LD50,unreported,500,,"Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(302), 1971",Triphenyltin hydroxide
6336,88671-89-0,rat,LD50,oral,1600,,"Pesticide Manual., 9(601), 1991",Myclobutanil
6336,88671-89-0,rat,LDLo,skin,2229,,"Defense des Vegetaux., 40(242)(9), 1986",Myclobutanil
6336,88671-89-0,mouse,LDLo,oral,1300,"BEHAVIORAL: ATAXIA; LUNGS, THORAX, OR RESPIRATION: DYSPNEA; SKIN AND APPENDAGES (SKIN): OTHER GLANDS: OTHER","National Technical Information Service., OTS0570641",Myclobutanil
6336,88671-89-0,rabbit,LD50,skin,7500,,"Proceedings-British Crop Protection Conference-Pests and Diseases., -(55), 1986",Myclobutanil
637511,14371-10-9,rat,LD50,oral,2220,"BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); GASTROINTESTINAL: HYPERMOTILITY, DIARRHEA","Food and Cosmetics Toxicology., 2(327), 1964",Cinnamaldehyde
637511,14371-10-9,mouse,LD50,oral,2225,"BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; BEHAVIORAL: ATAXIA; LUNGS, THORAX, OR RESPIRATION: RESPIRATORY STIMULATION","Yakugaku Zasshi.  Journal of Pharmacy., 92(135), 1972 [PMID:5063928]",Cinnamaldehyde
637511,14371-10-9,mouse,LD50,intraperitoneal,200,,"FAO Nutrition Meetings Report Series., 44A(16), 1967",Cinnamaldehyde
637511,14371-10-9,mouse,LD50,intravenous,75,,"U.S. Army Armament Research & Development Command, Chemical Systems Laboratory, NIOSH Exchange Chemicals., NX#07571",Cinnamaldehyde
637511,14371-10-9,mouse,LDLo,parenteral,200,,"Summary Tables of Biological Tests, National Research Council Chemical-Biological Coordination Center., 7(687), 1955",Cinnamaldehyde
637511,14371-10-9,guinea pig,LD50,oral,1160,BEHAVIORAL: COMA,"Food and Cosmetics Toxicology., 2(327), 1964",Cinnamaldehyde
6423,1976-06-02,rat,LD50,oral,250,,"Dow Chemical Company Reports., -(-), 1972",Chloropicrin
6423,1976-06-02,mouse,LD50,intraperitoneal,25,,"Khimiko-Farmatsevticheskii Zhurnal.  Chemical Pharmaceutical Journal.  For English translation, see PCJOAU., 10(6)(53), 1976",Chloropicrin
6434236,42588-37-4,rat,LD50,oral,4900,,"Farm Chemicals Handbook., -(C178), 1991",Kinoprene
6434236,42588-37-4,dog,LD50,oral,3160,,"Farm Chemicals Handbook., -(C178), 1991",Kinoprene
6435890,71751-41-2,rat,LD50,oral,10,,"Merck Index; an Encyclopedia of Chemicals, Drugs, and Biologicals, 11th ed., Rahway, NJ 07065, Merck & Co., Inc. 1989, 11(3), 1989",avermectin B1
6435890,71751-41-2,monkey,LD50,oral,17,,"Defense des Vegetaux., 42(249-250)(41), 1988",avermectin B1
6436604,83657-22-1,rat,LD50,oral,1790,,"Farm Chemicals Handbook., -(C317), 1991",Uniconazole
6442842,82657-04-3,quail,LD50,oral,1800,,"Pesticide Manual., 9(73), 1991",Bifenthrin
6442842,82657-04-3,duck,LD50,oral,4450,,"Pesticide Manual., 9(73), 1991",Bifenthrin
6466,1977-06-05,rat,LD50,oral,6300,,"Agricultural Chemicals, Thomson, W.T., 4 vols., Fresno, CA, Thomson Publications, 1976/77 revision, 3(43), 1976/1977",Gibberellic acid
6466,1977-06-05,mouse,LD50,oral,8500,,"Yakkyoku.  Pharmacy., 30(623), 1979",Gibberellic acid
65174,6980-18-3,rat,LD50,oral,11400,,"Science Reports of the Research Institutes, Tohoku University, Series C: Medicine., 36(1-4)(10), 1989",Kasugamycin
6720,82-68-8,rat,LD50,oral,1100,,"Fundamental and Applied Toxicology., 7(299), 1986",Pentachloronitrobenzene
6720,82-68-8,mouse,LD50,oral,1400,,"Toxicometric Parameters of Industrial Toxic Chemicals Under Single Exposure, Izmerov, N.F., et al., Moscow, Centre of International Projects, GKNT, 1982, -(96), 1982",Pentachloronitrobenzene
6720,82-68-8,dog,LD,oral,2500,GASTROINTESTINAL: NAUSEA OR VOMITING,"Archives Internationales de Pharmacodynamie et de Therapie., 114(38), 1958 [PMID:13522290]",Pentachloronitrobenzene
6720,82-68-8,rabbit,LD50,oral,800,,"Archives Internationales de Pharmacodynamie et de Therapie., 114(38), 1958 [PMID:13522290]",Pentachloronitrobenzene
6720,82-68-8,mouse,LD50,intraperitoneal,4500,,"Archives of Toxicology., 51(329), 1982",Pentachloronitrobenzene
6758,83-79-4,human,LDLo,oral,143,GASTROINTESTINAL: OTHER CHANGES,"Toxicology of Drugs and Chemicals, Deichmann, W.B., New York, Academic Press, Inc., 1969, -(521), 1969",Rotenone
6758,83-79-4,man,LDLo,unreported,294,,"Poisoning; Toxicology, Symptoms, Treatments, 2nd ed., Arena, J.M., Springfield, IL, C.C. Thomas, 1970, 2(73), 1970",Rotenone
6758,83-79-4,rat,LD50,oral,60,,"Down to Earth., 35(25), 1979",Rotenone
6758,83-79-4,rat,LD50,skin,940,,"World Review of Pest Control., 9(119), 1970",Rotenone
6758,83-79-4,rat,LD50,unreported,132,,"Journal of Environmental Science and Health, Part B: Pesticides, Food Contaminants, and Agricultural Wastes., 15(929), 1980 [PMID:7002993]",Rotenone
6758,83-79-4,dog,LDLo,oral,300,GASTROINTESTINAL: ULCERATION OR BLEEDING FROM STOMACH; GASTROINTESTINAL: NAUSEA OR VOMITING,"Journal of Pharmacology and Experimental Therapeutics., 43(193), 1931",Rotenone
6758,83-79-4,rabbit,LDLo,oral,1600,"GASTROINTESTINAL: ULCERATION OR BLEEDING FROM STOMACH; GASTROINTESTINAL: HYPERMOTILITY, DIARRHEA","Journal of Pharmacology and Experimental Therapeutics., 43(193), 1931",Rotenone
6758,83-79-4,rabbit,LDLo,subcutaneous,20,,"Journal of Pharmacology and Experimental Therapeutics., 43(193), 1931",Rotenone
6758,83-79-4,rabbit,LDLo,intramuscular,5,,"Journal of Pharmacology and Experimental Therapeutics., 43(193), 1931",Rotenone
6758,83-79-4,guinea pig,LDLo,oral,100,"LUNGS, THORAX, OR RESPIRATION: CHRONIC PULMONARY EDEMA; GASTROINTESTINAL: ULCERATION OR BLEEDING FROM STOMACH","Proceedings of the Society for Experimental Biology and Medicine., 34(135), 1936",Rotenone
6758,83-79-4,guinea pig,LDLo,intraperitoneal,10,"BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; BEHAVIORAL: ATAXIA; LUNGS, THORAX, OR RESPIRATION: RESPIRATORY DEPRESSION","Proceedings of the Society for Experimental Biology and Medicine., 34(135), 1936",Rotenone
6758,83-79-4,pigeon,LDLo,intravenous,1,"BEHAVIORAL: ATAXIA; LUNGS, THORAX, OR RESPIRATION: RESPIRATORY STIMULATION; GASTROINTESTINAL: NAUSEA OR VOMITING","Journal of Pharmacology and Experimental Therapeutics., 43(193), 1931",Rotenone
6758,83-79-4,frog,LDLo,oral,4,"LUNGS, THORAX, OR RESPIRATION: DYSPNEA","Journal of Pharmacology and Experimental Therapeutics., 43(193), 1931",Rotenone
6795,85-00-7; 2764-72-9,man,TDLo,oral,857,"BEHAVIORAL: TREMOR; CARDIAC: OTHER CHANGES; KIDNEY, URETER, AND BLADDER: URINE VOLUME DECREASED","Journal of Toxicology, Clinical Toxicology., 37(360), 1999",Diquat
6795,85-00-7; 2764-72-9,rat,LD50,oral,231,,"Pesticide Manual., 9(316), 1991",Diquat
6795,85-00-7; 2764-72-9,mouse,LD50,oral,125,,"Pesticide Manual., 9(316), 1991",Diquat
6795,85-00-7; 2764-72-9,dog,LD50,oral,100,,"Pesticide Manual., 9(316), 1991",Diquat
6795,85-00-7; 2764-72-9,rabbit,LD50,oral,101,"BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); LUNGS, THORAX, OR RESPIRATION: DYSPNEA","British Journal of Industrial Medicine., 27(51), 1970 [PMID:5418919]",Diquat
6795,85-00-7; 2764-72-9,rabbit,LD50,skin,400,,"British Journal of Industrial Medicine., 27(51), 1970 [PMID:5418919]",Diquat
6795,85-00-7; 2764-72-9,guinea pig,LD50,oral,100,"BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); LUNGS, THORAX, OR RESPIRATION: DYSPNEA","British Journal of Industrial Medicine., 27(51), 1970 [PMID:5418919]",Diquat
6795,85-00-7; 2764-72-9,chicken,LD50,oral,200,,"Pesticide Manual., 9(316), 1991",Diquat
6795,85-00-7; 2764-72-9,bird - domestic,LD50,oral,295,,"Pesticide Manual., 9(316), 1991",Diquat
6795,85-00-7; 2764-72-9,domestic animals - goat/sheep,LD50,oral,30,"BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); LUNGS, THORAX, OR RESPIRATION: DYSPNEA","British Journal of Industrial Medicine., 27(51), 1970 [PMID:5418919]",Diquat
6862,86-87-3,rat,LD50,intraperitoneal,100,,"Pesticide & Toxic Chemical News., 9(10), 1980",1-Naphthylacetic acid
6862,86-87-3,mouse,LD50,oral,743,,"Toho Igakkai Zasshi.  Journal of Medical Society of Toho University., 14(132), 1967",1-Naphthylacetic acid
6862,86-87-3,mouse,LD50,intraperitoneal,609,,"Toho Igakkai Zasshi.  Journal of Medical Society of Toho University., 15(443), 1968",1-Naphthylacetic acid
6862,86-87-3,mouse,LD50,subcutaneous,733,,"Toho Igakkai Zasshi.  Journal of Medical Society of Toho University., 15(443), 1968",1-Naphthylacetic acid
6950,88-85-7,rat,LD50,oral,25,"BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; LUNGS, THORAX, OR RESPIRATION: RESPIRATORY STIMULATION","Toxicology and Applied Pharmacology., 7(353), 1965",Dinoseb
6950,88-85-7,rat,LD50,skin,80,,"World Review of Pest Control., 9(119), 1970",Dinoseb
6950,88-85-7,mouse,LD50,oral,16,,"Toxicometric Parameters of Industrial Toxic Chemicals Under Single Exposure, Izmerov, N.F., et al., Moscow, Centre of International Projects, GKNT, 1982, -(61), 1982",Dinoseb
6950,88-85-7,mouse,LDLo,skin,40,,"Toxicology and Applied Pharmacology., 7(353), 1965",Dinoseb
6950,88-85-7,mouse,LD50,intraperitoneal,10,,"Biochemical Pharmacology., 18(1389), 1969 [PMID:5799112]",Dinoseb
6950,88-85-7,rabbit,LD50,skin,80,,"Pesticide Manual., 9(306), 1991",Dinoseb
6950,88-85-7,guinea pig,LD50,oral,20,"BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; LUNGS, THORAX, OR RESPIRATION: RESPIRATORY STIMULATION","Toxicology and Applied Pharmacology., 7(353), 1965",Dinoseb
6950,88-85-7,guinea pig,LDLo,skin,500,,"Journal of Industrial Hygiene and Toxicology., 30(10), 1948",Dinoseb
6950,88-85-7,chicken,LD50,oral,26,,"Agrochemicals Handbook, with updates, Hartley, D., and H. Kidd, eds., Nottingham, Royal Soc of Chemistry, 1983-86, A159(1984)",Dinoseb
6950,88-85-7,duck,LD50,oral,9,,"Down to Earth., 35(25), 1979",Dinoseb
6950,88-85-7,mammal (species unspecified),LD50,unreported,60,,"Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(98), 1971",Dinoseb
7153,93-65-2,rat,LD50,oral,650,,"World Review of Pest Control., 9(119), 1970",Mecoprop
7153,93-65-2,mouse,LD50,oral,369,,"Roczniki Panstwowego Zakladu Higieny., 31(373), 1980 [PMID:7433826]",Mecoprop
7153,93-65-2,mouse,LD50,unreported,650,,"Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(173), 1971",Mecoprop
7153,93-65-2,rabbit,LD50,skin,900,,"Pesticide Chemicals Official Compendium, Association of the American Pesticide Control Officials, Inc., 1966., -(683), 1966",Mecoprop
7153,93-65-2,quail,LD50,unreported,500,,"Farm Chemicals Handbook., -(C193), 1991",Mecoprop
7153,93-65-2,rat,LD50,intraperitoneal,402,,"Toxicology., 3(349), 1975 [PMID:123666]",Mecoprop
7204,94-74-6,man,LDLo,oral,814,BEHAVIORAL: COMA; VASCULAR: BP LOWERING NOT CHARACTERIZED IN AUTONOMIC SECTION,"British Medical Journal., 2(629), 1965",(4-Chloro-2-methylphenoxy)acetic acid
7204,94-74-6,rat,LD50,oral,700,GASTROINTESTINAL: GASTRITIS; BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); LIVER: FATTY LIVER DEGERATION,"American Journal of Veterinary Research., 15(622), 1954 [PMID:13207589]",(4-Chloro-2-methylphenoxy)acetic acid
7204,94-74-6,mouse,LD50,oral,439,,"Roczniki Panstwowego Zakladu Higieny., 31(373), 1980 [PMID:7433826]",(4-Chloro-2-methylphenoxy)acetic acid
7204,94-74-6,mouse,LDLo,subcutaneous,28,,"Pesticide Chemicals Official Compendium, Association of the American Pesticide Control Officials, Inc., 1966., -(711), 1966",(4-Chloro-2-methylphenoxy)acetic acid
7204,94-74-6,mouse,LD50,intravenous,28,,"Pesticide Chemicals Official Compendium, Association of the American Pesticide Control Officials, Inc., 1966., -(711), 1966",(4-Chloro-2-methylphenoxy)acetic acid
7204,94-74-6,quail,LD50,unreported,377,,"Farm Chemicals Handbook., -(C191), 1991",(4-Chloro-2-methylphenoxy)acetic acid
