"cid","organism","testtype","route","dose","effect","reference","cmpdname","...9"
"3224","rat","LD50","intraperitoneal","8 mg/kg","BEHAVIORAL: CHANGES IN MOTOR ACTIVITY (SPECIFIC ASSAY); GASTROINTESTINAL: NAUSEA OR VOMITING; GASTROINTESTINAL: CONTRACTION (ISOLATED TISSUE)","Residue Reviews., 22(1), 1968 [PMID:4868139]","Endosulfan",NA
"3224","rat","LD50","unreported","40 mg/kg","NULL","Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(267), 1971","Endosulfan",NA
"3224","mouse","LD50","unreported","32 mg/kg","NULL","Tsitologiya i Genetika.  Cytology and Genetics.  For English translation, see CYGEDX., 16(1)(45), 1982","Endosulfan",NA
"3224","cat","LD50","oral","2 mg/kg","NULL","Wirksubstanzen der Pflanzenschutz und Schadlingsbekampfungsmittel, Perkow, W., Berlin, Verlag Paul Parey, 1971-1976, -(-), 1971/1976","Endosulfan",NA
"3224","rabbit","LD50","oral","28 mg/kg","BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: EXCITEMENT; BEHAVIORAL: MUSCLE CONTRACTION OR SPASTICITY)","Veterinariya.  Veterinary Science., 59(12)(64), 1983","Endosulfan",NA
"3224","rabbit","LD50","subcutaneous","360 mg/kg","BEHAVIORAL: CHANGES IN MOTOR ACTIVITY (SPECIFIC ASSAY); GASTROINTESTINAL: NAUSEA OR VOMITING; GASTROINTESTINAL: CONTRACTION (ISOLATED TISSUE)","Residue Reviews., 22(1), 1968 [PMID:4868139]","Endosulfan",NA
"3224","hamster","LD50","oral","118 mg/kg","NULL","European Journal of Toxicology and Environmental Hygiene., 7(159), 1974 [PMID:4140096]","Endosulfan",NA
"3224","hamster","LD50","intraperitoneal","80 mg/kg","NULL","Archives of Toxicology., 58(152), 1986 [PMID:3964078]","Endosulfan",NA
"3224","duck","LD50","oral","33 mg/kg","NULL","Down to Earth., 35(25), 1979","Endosulfan",NA
"3224","domestic animals - goat/sheep","LD50","oral","26 mg/kg","BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: EXCITEMENT; BEHAVIORAL: MUSCLE CONTRACTION OR SPASTICITY)","Veterinariya.  Veterinary Science., 59(12)(64), 1983","Endosulfan",NA
"3224","mammal (species unspecified)","LD50","skin","147 mg/kg","BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: MUSCLE CONTRACTION OR SPASTICITY)","Veterinariya.  Veterinary Science., 59(12)(64), 1983","Endosulfan",NA
"3224","bird - wild","LD50","oral","35 mg/kg","NULL","Toxicology and Applied Pharmacology., 21(315), 1972 [PMID:5027965]","Endosulfan",NA
"3224","mouse","LD50","intraperitoneal","7 mg/kg","BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; LUNGS, THORAX, OR RESPIRATION: RESPIRATORY DEPRESSION; LUNGS, THORAX, OR RESPIRATION: RESPIRATORY STIMULATION","Bulletin of Environmental Contamination and Toxicology., 15(708), 1976 [PMID:938763]","Endosulfan",NA
"3224","rabbit","LD50","skin","90 mg/kg","SENSE ORGANS AND SPECIAL SENSES: OTHER: EYE; SKIN AND APPENDAGES (SKIN): DERMATITIS, IRRITATIVE: AFTER SYSTEMIC EXPOSURE","Journal of Occupational Medicine., 9(35), 1967 [PMID:5226634]","Endosulfan",NA
"3286","rat","LD50","oral","13 mg/kg","NULL","Pharmaceutical Journal., 185(361), 1960","Ethion",NA
"3286","rat","LD50","skin","62 mg/kg","NULL","Toxicology and Applied Pharmacology., 14(515), 1969 [PMID:5787520]","Ethion",NA
"3286","rat","LD50","intraperitoneal","26 mg/kg","NULL","Proceedings of the Society for Experimental Biology and Medicine., 129(699), 1968 [PMID:5725078]","Ethion",NA
"3286","rat","LD50","unreported","55 mg/kg","NULL","Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(367), 1971","Ethion",NA
"3286","mouse","LD50","oral","40 mg/kg","NULL","Wirksubstanzen der Pflanzenschutz und Schadlingsbekampfungsmittel, Perkow, W., Berlin, Verlag Paul Parey, 1971-1976, -(-), 1971/1976","Ethion",NA
"3286","mouse","LD50","intraperitoneal","35 mg/kg","NULL","Proceedings of the Society for Experimental Biology and Medicine., 129(699), 1968 [PMID:5725078]","Ethion",NA
"3286","guinea pig","LD50","oral","40 mg/kg","NULL","Wirksubstanzen der Pflanzenschutz und Schadlingsbekampfungsmittel, Perkow, W., Berlin, Verlag Paul Parey, 1971-1976, -(-), 1971/1976","Ethion",NA
"3286","guinea pig","LD50","skin","915 mg/kg","NULL","Wirksubstanzen der Pflanzenschutz und Schadlingsbekampfungsmittel, Perkow, W., Berlin, Verlag Paul Parey, 1971-1976, -(-), 1971/1976","Ethion",NA
"3286","bird - wild","LD50","oral","45 mg/kg","NULL","Toxicology and Applied Pharmacology., 21(315), 1972 [PMID:5027965]","Ethion",NA
"3289","rat","LD50","skin","60 mg/kg","NULL","World Review of Pest Control., 9(119), 1970","Ethoprophos",NA
"3289","rabbit","LD50","oral","55 mg/kg","NULL","Pesticide Manual., 9(349), 1991","Ethoprophos",NA
"3289","chicken","LD50","skin","3 mg/kg","NULL","Toxicologist., 5(26), 1985","Ethoprophos",NA
"3289","duck","LD50","skin","11 mg/kg","NULL","Toxicology and Applied Pharmacology., 47(451), 1979 [PMID:442090]","Ethoprophos",NA
"3289","rat","LD50","oral","34 mg/kg","NULL","Agricultural Research Service, USDA Information Memorandum., 20(26), 1966","Ethoprophos",NA
"33112","rat","LD50","skin","3900 mg/kg","NULL","Pesticide Manual., 8(704), 1987","Filex",NA
"33112","mouse","LD50","oral","1568 mg/kg","NULL","Farm Chemicals Handbook., -(C250), 1991","Filex",NA
"33112","rabbit","LD50","skin","3900 mg/kg","NULL","Pesticide Manual., 9(714), 1991","Filex",NA
"33112","duck","LD50","oral","6300 mg/kg","NULL","Pesticide Manual., 9(714), 1991","Filex",NA
"33112","bird - wild","LD50","oral","3050 mg/kg","NULL","Pesticide Manual., 9(714), 1991","Filex",NA
"33360","rat","LD50","oral","1130 mg/kg","NULL","National Technical Information Service., PB85-143766","Ethofumesate",NA
"33360","rat","LD50","skin","1440 mg/kg","NULL","Agrochemicals Handbook, with updates, Hartley, D., and H. Kidd, eds., Nottingham, Royal Soc of Chemistry, 1983-86, A184(1984)","Ethofumesate",NA
"33360","mouse","LD50","oral","1600 mg/kg","NULL","Agrochemicals Handbook, with updates, Hartley, D., and H. Kidd, eds., Nottingham, Royal Soc of Chemistry, 1983-86, A184(1984)","Ethofumesate",NA
"33775","quail","LD50","unreported","1250 mg/kg","NULL","Farm Chemicals Handbook., -(C221), 1991","Norflurazon",NA
"33775","duck","LD50","unreported","1250 mg/kg","NULL","Farm Chemicals Handbook., -(C221), 1991","Norflurazon",NA
"3391107","mouse","LD50","oral","500 mg/kg","BEHAVIORAL: MUSCLE WEAKNESS","National Technical Information Service., OTS0545018","Quinoxyfen",NA
"34192","rat","LD50","oral","920 mg/kg","NULL","Japan Pesticide Information., (40)(32), 1982","Thiobencarb",NA
"34192","rat","LD50","skin","2900 mg/kg","NULL","Pesticide Manual., 9(815), 1991","Thiobencarb",NA
"34192","mouse","LD50","oral","560 mg/kg","NULL","Guide to the Chemicals Used in Crop Protection., 6(37), 1973","Thiobencarb",NA
"34192","mouse","LD50","intraperitoneal","1338 mg/kg","NULL","Japan Pesticide Information., (19)(21), 1974","Thiobencarb",NA
"34192","chicken","LD50","oral","673 mg/kg","NULL","Japan Pesticide Information., (19)(21), 1974","Thiobencarb",NA
"34192","quail","LD50","oral","7800 mg/kg","NULL","Agrochemicals Handbook, with updates, Hartley, D., and H. Kidd, eds., Nottingham, Royal Soc of Chemistry, 1983-86, A573(1985)","Thiobencarb",NA
"34469","rat","LD50","oral","15380 mg/kg","NULL","Agricultural Chemicals, Thomson, W.T., 4 vols., Fresno, CA, Thomson Publications, 1976/77 revision, 2(48), 1977","Prodiamine",NA
"3496","man","LDLo","oral","2143 mg/kg","VASCULAR: BP LOWERING NOT CHARACTERIZED IN AUTONOMIC SECTION; LUNGS, THORAX, OR RESPIRATION: FIBROSIS (INTERSTITIAL); LUNGS, THORAX, OR RESPIRATION: FIBROSING ALVEOLITIS","Journal of Toxicology, Clinical Toxicology., 29(91), 1991 [PMID:2005670]","Glyphosate",NA
"3496","rat","LD50","oral","4873 mg/kg","BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; LUNGS, THORAX, OR RESPIRATION: RESPIRATORY STIMULATION","Toxicology and Applied Pharmacology., 45(319), 1978","Glyphosate",NA
"3496","rat","LD50","intraperitoneal","235 mg/kg","BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; LUNGS, THORAX, OR RESPIRATION: RESPIRATORY STIMULATION","Toxicology Letters., 1000(Sp","Glyphosate",NA
"3496","mouse","LD50","oral","1568 mg/kg","BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; LUNGS, THORAX, OR RESPIRATION: RESPIRATORY STIMULATION","Toxicology and Applied Pharmacology., 45(319), 1978","Glyphosate",NA
"3496","mouse","LD50","intraperitoneal","130 mg/kg","BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; LUNGS, THORAX, OR RESPIRATION: RESPIRATORY STIMULATION","Toxicology Letters., 1000(Sp","Glyphosate",NA
"3496","rabbit","LD50","oral","3800 mg/kg","NULL","Pesticide & Toxic Chemical News., 7(6), 1978","Glyphosate",NA
"3496","rabbit","LD50","skin","7940 mg/kg","NULL","Agrochemicals Handbook, with updates, Hartley, D., and H. Kidd, eds., Nottingham, Royal Soc of Chemistry, 1983-86, A222(1984)","Glyphosate",NA
"3496","quail","LD50","oral","4640 mg/kg","NULL","Pesticide Manual., 9(459), 1991","Glyphosate",NA
"3496","man","TDLo","oral","1214 mg/kg","CARDIAC: CHANGE IN RATE; VASCULAR: BP LOWERING NOT CHARACTERIZED IN AUTONOMIC SECTION; GASTROINTESTINAL: HYPERMOTILITY, DIARRHEA","Human & Experimental Toxicology., 10(103), 1991 [PMID:1675099]","Glyphosate",NA
"36565","rat","LD50","oral","2500 mg/kg","NULL","Proceedings, Southern Weed Science Society., 24(58), 1971","Butralin",NA
"36565","rabbit","LD50","skin","200 mg/kg","NULL","Farm Chemicals Handbook., -(C55), 1991","Butralin",NA
"36565","mammal (species unspecified)","LD50","oral","12600 mg/kg","NULL","Defense des Vegetaux., 32(125), 1978","Butralin",NA
"37123","rat","LD50","oral","4640 mg/kg","NULL","Prehled Prumyslove Toxikologie; Organicke Latky, Marhold, J., Prague, Czechoslovakia, Avicenum, 1986, -(968), 1986","Diflubenzuron",NA
"37123","rat","LD50","intraperitoneal","7500 mg/kg","NULL","Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 17(S159), 1992","Diflubenzuron",NA
"37123","rat","LD50","subcutaneous","3400 mg/kg","NULL","Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 17(S159), 1992","Diflubenzuron",NA
"37123","mouse","LD50","oral","4640 mg/kg","NULL","Special Publication of the Entomological Society of America., 78-1(20), 1978","Diflubenzuron",NA
"37123","mouse","LD50","skin","6200 mg/kg","NULL","Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 17(S159), 1992","Diflubenzuron",NA
"37123","mouse","LD50","intraperitoneal","2150 mg/kg","NULL","Prehled Prumyslove Toxikologie; Organicke Latky, Marhold, J., Prague, Czechoslovakia, Avicenum, 1986, -(968), 1986","Diflubenzuron",NA
"37123","mouse","LD50","unreported","4600 mg/kg","NULL","Tsitologiya i Genetika.  Cytology and Genetics.  For English translation, see CYGEDX., 16(1)(45), 1982","Diflubenzuron",NA
"37175","rat","LD50","oral","227 mg/kg","BEHAVIORAL: MUSCLE WEAKNESS; BEHAVIORAL: ATAXIA; SKIN AND APPENDAGES (SKIN): HAIR: OTHER","Arzneimittel-Forschung. Drug Research., 31(309), 1981 [PMID:7194648]","Enilconazole",NA
"37175","rat","LD50","skin","4200 mg/kg","NULL","Pesticide Manual., 9(482), 1991","Enilconazole",NA
"37175","rat","LD50","intraperitoneal","155 mg/kg","BEHAVIORAL: MUSCLE WEAKNESS; BEHAVIORAL: ATAXIA; SKIN AND APPENDAGES (SKIN): HAIR: OTHER","Arzneimittel-Forschung. Drug Research., 31(309), 1981 [PMID:7194648]","Enilconazole",NA
"37175","dog","LD50","oral","640 mg/kg","GASTROINTESTINAL: HYPERMOTILITY, DIARRHEA","Arzneimittel-Forschung. Drug Research., 31(309), 1981 [PMID:7194648]","Enilconazole",NA
"37175","rabbit","LD50","skin","4200 mg/kg","NULL","Agrochemicals Handbook, with updates, Hartley, D., and H. Kidd, eds., Nottingham, Royal Soc of Chemistry, 1983-86, A230(1983)","Enilconazole",NA
"37517","rat","LD50","oral","3500 mg/kg","NULL","Pesticide Manual., 9(501), 1991","Iprodione",NA
"37517","rat","LDLo","skin","2500 mg/kg","NULL","Defense des Vegetaux., 30(124), 1976","Iprodione",NA
"37517","rat","LD50","intraperitoneal","1700 mg/kg","NULL","Defense des Vegetaux., 30(124), 1976","Iprodione",NA
"37517","quail","LD50","oral","930 mg/kg","NULL","Pesticide Manual., 9(501), 1991","Iprodione",NA
"37517","duck","LD50","oral","10400 mg/kg","NULL","Pesticide Manual., 9(501), 1991","Iprodione",NA
"3830","mouse","LD50","intraperitoneal","450 mg/kg","NULL","Nippon Yakurigaku Zasshi.  Japanese Journal of Pharmacology., 61(2)(43S), 1965","Kinetin",NA
"38479","rat","LD50","oral","1050 mg/kg","NULL","Agrochemicals Handbook, with updates, Hartley, D., and H. Kidd, eds., Nottingham, Royal Soc of Chemistry, 1983-86, A314(1984)","Pendimethalin",NA
"38479","rat","LD50","intraperitoneal","500 mg/kg","BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: CHANGES IN MOTOR ACTIVITY (SPECIFIC ASSAY)","Indian Journal of Experimental Biology., 25(463), 1987 [PMID:3436644]","Pendimethalin",NA
"38479","mouse","LD50","oral","1340 mg/kg","NULL","Pesticide Manual., 9(656), 1991","Pendimethalin",NA
"38479","rabbit","LD50","skin","2260 mg/kg","NULL","Farm Chemicals Handbook., -(C254), 1991","Pendimethalin",NA
"38479","mouse","LD50","intraperitoneal","220 mg/kg","BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: CHANGES IN MOTOR ACTIVITY (SPECIFIC ASSAY)","Indian Journal of Experimental Biology., 25(463), 1987 [PMID:3436644]","Pendimethalin",NA
"38687","rat","LD50","oral","563 mg/kg","NULL","Pesticide Manual., 9(262), 1991","Diclofop",NA
"39327","dog","LD50","oral","5 mg/kg","NULL","Pesticide Manual., 9(643), 1991","Oxyfluorfen",NA
"39385","rat","LD50","oral","363 mg/kg","NULL","Defense des Vegetaux., 31(97), 1977","Triadimefon",NA
"39385","dog","LD50","oral","500 mg/kg","NULL","Pesticide Manual., 9(831), 1991","Triadimefon",NA
"39385","rabbit","LD50","oral","500 mg/kg","NULL","Wirksubstanzen der Pflanzenschutz und Schadlingsbekampfungsmittel, Perkow, W., Berlin, Verlag Paul Parey, 1971-1976, -(-), 1971/1976","Triadimefon",NA
"39385","quail","LD50","oral","1750 mg/kg","NULL","Pesticide Manual., 9(831), 1991","Triadimefon",NA
"39965","rat","LD50","oral","1690 mg/kg","NULL","Agricultural Chemicals, Thomson, W.T., 4 vols., Fresno, CA, Thomson Publications, 1976/77 revision, 2(135), 1977","Hexazinone",NA
"39965","rat","LD50","skin","5278 mg/kg","NULL","Farm Chemicals Handbook., -(C163), 1991","Hexazinone",NA
"39965","rat","LD50","intraperitoneal","530 mg/kg","BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; BEHAVIORAL: ATAXIA","Fundamental and Applied Toxicology., 4(603), 1984","Hexazinone",NA
"39965","rabbit","LD50","skin","5278 mg/kg","NULL","Pesticide Manual., 9(472), 1991","Hexazinone",NA
"39965","guinea pig","LD50","oral","860 mg/kg","NULL","Pesticide & Toxic Chemical News., 9(21), 1980","Hexazinone",NA
"39965","quail","LD50","oral","2258 mg/kg","NULL","Prehled Prumyslove Toxikologie; Organicke Latky, Marhold, J., Prague, Czechoslovakia, Avicenum, 1986, -(881), 1986","Hexazinone",NA
"39965","quail","LD50","intraperitoneal","2258 mg/kg","BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; BEHAVIORAL: ATAXIA","Fundamental and Applied Toxicology., 4(603), 1984","Hexazinone",NA
"4004","man","LDLo","oral","471 mg/kg","BEHAVIORAL: COMA; VASCULAR: BP LOWERING NOT CHARACTERIZED IN AUTONOMIC SECTION; LUNGS, THORAX, OR RESPIRATION: DYSPNEA","Archiv fuer Toxikologie., 23(11), 1967","Malathion",NA
"4004","women","LDLo","oral","246 mg/kg","VASCULAR: BP LOWERING NOT CHARACTERIZED IN AUTONOMIC SECTION; LUNGS, THORAX, OR RESPIRATION: CHRONIC PULMONARY EDEMA; SKIN AND APPENDAGES (SKIN): DERMATITIS, OTHER: AFTER SYSTEMIC EXPOSURE","Archives of Environmental Health., 33(240), 1978 [PMID:568457]","Malathion",NA
"4004","rat","LD50","oral","290 mg/kg","NULL","Toxicometric Parameters of Industrial Toxic Chemicals Under Single Exposure, Izmerov, N.F., et al., Moscow, Centre of International Projects, GKNT, 1982, -(56), 1982","Malathion",NA
"4004","rat","LD50","skin","4444 mg/kg","NULL","Proceedings of the Annual Meeting of the New Jersey Mosquito Extermination Association., -(155), 1957","Malathion",NA
"4004","rat","LD50","intraperitoneal","250 mg/kg","NULL","Arzneimittel-Forschung. Drug Research., 22(1926), 1972 [PMID:4679066]","Malathion",NA
"4004","rat","LD50","subcutaneous","400 mg/kg","SENSE ORGANS AND SPECIAL SENSES: LACRIMATION: EYE; BEHAVIORAL: MUSCLE CONTRACTION OR SPASTICITY)","Toksikologiya Novykh Promyshlennykh Khimicheskikh Veshchestv.  Toxicology of New Industrial Chemical Substances.  For English translation, see TNICS*., 7(122), 1965","Malathion",NA
"4004","rat","LD50","intravenous","50 mg/kg","NULL","Arzneimittel-Forschung. Drug Research., 5(626), 1955 [PMID:13293054]","Malathion",NA
"4004","rat","LD50","unreported","450 mg/kg","NULL","Gigiena i Sanitariya.  For English translation, see HYSAAV., 50(3)(4), 1985","Malathion",NA
"4004","mouse","LD50","oral","190 mg/kg","NULL","Toxicometric Parameters of Industrial Toxic Chemicals Under Single Exposure, Izmerov, N.F., et al., Moscow, Centre of International Projects, GKNT, 1982, -(56), 1982","Malathion",NA
"4004","mouse","LD50","skin","2330 mg/kg","NULL","Agricultural and Biological Chemistry., 27(684), 1963","Malathion",NA
"4004","mouse","LD50","intraperitoneal","193 mg/kg","NULL","Proceedings of the Society for Experimental Biology and Medicine., 129(699), 1968 [PMID:5725078]","Malathion",NA
"4004","mouse","LD50","subcutaneous","221 mg/kg","NULL","Osaka Igaku Zasshi., 71(6099), 1959","Malathion",NA
"4004","mouse","LD50","intravenous","184 mg/kg","NULL","Bratislavske Lekarske Listy., 38(151), 1958","Malathion",NA
"4004","mouse","LD50","unreported","375 mg/kg","NULL","Gigiena i Sanitariya.  For English translation, see HYSAAV., 50(3)(4), 1985","Malathion",NA
"4004","dog","LD50","intraperitoneal","1857 mg/kg","NULL","Toxicology and Applied Pharmacology., 15(244), 1969 [PMID:5798729]","Malathion",NA
"4004","rabbit","LDLo","oral","1200 mg/kg","LUNGS, THORAX, OR RESPIRATION: RESPIRATORY STIMULATION","U.S. Army, Environmental Hygiene Agency Reports., 99-002-74/1976","Malathion",NA
"4004","rabbit","LD50","skin","4100 mg/kg","NULL","Pesticide Index, Frear, E.H., ed., State College, PA, College Science Pub., 1969, 5(142), 1976","Malathion",NA
"4004","rabbit","LD50","subcutaneous","280 mg/kg","SENSE ORGANS AND SPECIAL SENSES: LACRIMATION: EYE; BEHAVIORAL: MUSCLE CONTRACTION OR SPASTICITY)","Toksikologiya Novykh Promyshlennykh Khimicheskikh Veshchestv.  Toxicology of New Industrial Chemical Substances.  For English translation, see TNICS*., 7(122), 1965","Malathion",NA
"4004","guinea pig","LD50","skin","6700 mg/kg","NULL","Toxicological Information on Cyanamid Insecticides., 8/1966","Malathion",NA
"4004","guinea pig","LD50","intraperitoneal","271 mg/kg","NULL","Naunyn-Schmiedeberg's Archiv fuer Experimentelle Pathologie und Pharmakologie., 236(202), 1959","Malathion",NA
"4004","guinea pig","LD50","subcutaneous","450 mg/kg","SENSE ORGANS AND SPECIAL SENSES: LACRIMATION: EYE; BEHAVIORAL: MUSCLE CONTRACTION OR SPASTICITY)","Toksikologiya Novykh Promyshlennykh Khimicheskikh Veshchestv.  Toxicology of New Industrial Chemical Substances.  For English translation, see TNICS*., 7(122), 1965","Malathion",NA
"4004","hamster","LD50","intraperitoneal","2400 mg/kg","NULL","Archives of Toxicology., 58(152), 1986 [PMID:3964078]","Malathion",NA
"4004","chicken","LD50","oral","600 mg/kg","BEHAVIORAL: FOOD INTAKE (ANIMAL)","Indian Journal of Experimental Biology., 9(455), 1971 [PMID:5147170]","Malathion",NA
"4004","domestic animals - goat/sheep","LD50","oral","500 mg/kg","NULL","Wirksubstanzen der Pflanzenschutz und Schadlingsbekampfungsmittel, Perkow, W., Berlin, Verlag Paul Parey, 1971-1976, -(-), 1971/1976","Malathion",NA
"4004","cattle","LD50","oral","53 mg/kg","PERIPHERAL NERVE AND SENSATION: FASCICULATIONS; BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; BEHAVIORAL: REGIDITY","Indian Veterinary Journal., 56(650), 1979","Malathion",NA
"4004","cattle","LD50","unreported","53 mg/kg","BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; BEHAVIORAL: EXCITEMENT; BEHAVIORAL: CHANGES IN MOTOR ACTIVITY (SPECIFIC ASSAY)","Indian Journal of Animal Sciences., 49(314), 1979","Malathion",NA
"4004","mammal (species unspecified)","LD50","unreported","500 mg/kg","NULL","Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(357), 1971","Malathion",NA
"4004","bird - wild","LD50","oral","400 mg/kg","NULL","Archives of Environmental Contamination and Toxicology., 12(355), 1983 [PMID:6882015]","Malathion",NA
"4004","guinea pig","LD50","oral","570 mg/kg","NULL","Arzneimittel-Forschung. Drug Research., 5(626), 1955 [PMID:13293054]","Malathion",NA
